date,temperature,weather_type
1520139600.0,0.7,ACTUAL
1520143200.0,0.6,ACTUAL
1520146800.0,1.0,ACTUAL
1520150400.0,1.0,ACTUAL
1520154000.0,1.0,ACTUAL
1520157600.0,2.0,ACTUAL
1520161200.0,4.0,ACTUAL
1520164800.0,7.0,ACTUAL
1520168400.0,7.0,ACTUAL
1520172000.0,7.0,ACTUAL
1520175600.0,8.0,ACTUAL
1520179200.0,9.9,ACTUAL
1520182800.0,8.9,ACTUAL
1520186400.0,7.7,ACTUAL
1520190000.0,6.5,ACTUAL
1520193600.0,5.5,ACTUAL
1520197200.0,4.5,ACTUAL
1520200800.0,3.1,ACTUAL
1520204400.0,3.1,ACTUAL
1520208000.0,3.1,ACTUAL
1520211600.0,4.1,ACTUAL
1520215200.0,4.3,ACTUAL
1520218800.0,4.1,ACTUAL
1520222400.0,4.3,ACTUAL
1520226000.0,4.3,ACTUAL
1520229600.0,4.3,ACTUAL
1520233200.0,4.3,ACTUAL
1520236800.0,7.5,ACTUAL
1520240400.0,7.5,ACTUAL
1520244000.0,8.3,ACTUAL
1520247600.0,9.9,ACTUAL
1520251200.0,10.9,ACTUAL
1520254800.0,11.5,ACTUAL
1520258400.0,11.5,ACTUAL
1520262000.0,11.3,ACTUAL
1520265600.0,10.9,ACTUAL
1520269200.0,10.3,ACTUAL
1520272800.0,9.5,ACTUAL
1520276400.0,8.1,ACTUAL
1520280000.0,7.7,ACTUAL
1520283600.0,6.7,ACTUAL
1520287200.0,6.1,ACTUAL
1520290800.0,5.9,ACTUAL
1520294400.0,5.7,ACTUAL
1520298000.0,5.7,ACTUAL
1520301600.0,5.7,ACTUAL
1520305200.0,5.8,ACTUAL
1520308800.0,5.7,ACTUAL
1520312400.0,5.7,ACTUAL
1520316000.0,5.9,ACTUAL
1520319600.0,5.9,ACTUAL
1520323200.0,6.0,ACTUAL
1520326800.0,6.0,ACTUAL
1520330400.0,6.0,ACTUAL
1520334000.0,6.0,ACTUAL
1520337600.0,7.0,ACTUAL
1520341200.0,7.0,ACTUAL
1520344800.0,8.0,ACTUAL
1520348400.0,8.0,ACTUAL
1520352000.0,8.7,ACTUAL
1520355600.0,7.7,ACTUAL
1520359200.0,7.7,ACTUAL
1520362800.0,7.7,ACTUAL
1520366400.0,7.7,ACTUAL
1520370000.0,7.7,ACTUAL
1520373600.0,7.7,ACTUAL
1520377200.0,7.7,ACTUAL
1520380800.0,7.7,ACTUAL
1520384400.0,7.5,ACTUAL
1520388000.0,7.5,ACTUAL
1520391600.0,7.5,ACTUAL
1520395200.0,7.5,ACTUAL
1520398800.0,7.3,ACTUAL
1520402400.0,7.1,ACTUAL
1520406000.0,7.0,ACTUAL
1520409600.0,7.0,ACTUAL
1520413200.0,8.0,ACTUAL
1520416800.0,8.0,ACTUAL
1520420400.0,8.0,ACTUAL
1520424000.0,8.0,ACTUAL
1520427600.0,9.0,ACTUAL
1520431200.0,9.0,ACTUAL
1520434800.0,9.0,ACTUAL
1520438400.0,8.3,ACTUAL
1520442000.0,8.3,ACTUAL
1520445600.0,8.3,ACTUAL
1520449200.0,7.3,ACTUAL
1520452800.0,7.3,ACTUAL
1520456400.0,6.7,ACTUAL
1520460000.0,6.8,ACTUAL
1520463600.0,5.7,ACTUAL
1520467200.0,5.5,ACTUAL
1520470800.0,4.5,ACTUAL
1520474400.0,5.3,ACTUAL
1520478000.0,2.9,ACTUAL
1520481600.0,2.7,ACTUAL
1520485200.0,1.7,ACTUAL
1520488800.0,1.3,ACTUAL
1520492400.0,3.0,ACTUAL
1520496000.0,5.5,ACTUAL
1520499600.0,8.0,ACTUAL
1520503200.0,11.0,ACTUAL
1520506800.0,12.0,ACTUAL
1520510400.0,12.7,ACTUAL
1520514000.0,13.3,ACTUAL
1520517600.0,14.0,ACTUAL
1520521200.0,13.0,ACTUAL
1520524800.0,12.3,ACTUAL
1520528400.0,11.7,ACTUAL
1520532000.0,9.3,ACTUAL
1520535600.0,7.7,ACTUAL
1520539200.0,7.3,ACTUAL
1520542800.0,6.3,ACTUAL
1520546400.0,6.3,ACTUAL
1520550000.0,5.7,ACTUAL
1520553600.0,5.3,ACTUAL
1520557200.0,5.3,ACTUAL
1520560800.0,5.3,ACTUAL
1520564400.0,5.3,ACTUAL
1520568000.0,5.3,ACTUAL
1520571600.0,5.3,ACTUAL
1520575200.0,4.3,ACTUAL
1520578800.0,5.0,ACTUAL
1520582400.0,6.0,ACTUAL
1520586000.0,6.0,ACTUAL
1520589600.0,9.0,ACTUAL
1520593200.0,10.7,ACTUAL
1520596800.0,12.3,ACTUAL
1520600400.0,14.0,ACTUAL
1520604000.0,14.0,ACTUAL
1520607600.0,16.0,ACTUAL
1520611200.0,13.3,ACTUAL
1520614800.0,12.7,ACTUAL
1520618400.0,11.1,ACTUAL
1520622000.0,9.3,ACTUAL
1520625600.0,8.3,ACTUAL
1520629200.0,9.1,ACTUAL
1520632800.0,8.9,ACTUAL
1520636400.0,8.3,ACTUAL
1520640000.0,8.3,ACTUAL
1520643600.0,8.7,ACTUAL
1520647200.0,8.7,ACTUAL
1520650800.0,8.3,ACTUAL
1520654400.0,8.3,ACTUAL
1520658000.0,7.1,ACTUAL
1520661600.0,7.1,ACTUAL
1520665200.0,8.0,ACTUAL
1520668800.0,9.0,ACTUAL
1520672400.0,9.0,ACTUAL
1520676000.0,11.0,ACTUAL
1520679600.0,12.0,ACTUAL
1520683200.0,12.0,ACTUAL
1520686800.0,12.0,ACTUAL
1520690400.0,12.0,ACTUAL
1520694000.0,12.0,ACTUAL
1520697600.0,12.3,ACTUAL
1520701200.0,11.7,ACTUAL
1520704800.0,11.1,ACTUAL
1520708400.0,10.9,ACTUAL
1520712000.0,10.5,ACTUAL
1520715600.0,10.3,ACTUAL
1520719200.0,10.3,ACTUAL
1520722800.0,9.9,ACTUAL
1520726400.0,9.9,ACTUAL
1521331200.0,7.9,ACTUAL
1521334800.0,7.7,ACTUAL
1521338400.0,7.7,ACTUAL
1521342000.0,7.7,ACTUAL
1521345600.0,7.7,ACTUAL
1521349200.0,7.7,ACTUAL
1521352800.0,7.8,ACTUAL
1521356400.0,7.0,ACTUAL
1521360000.0,8.0,ACTUAL
1521363600.0,9.0,ACTUAL
1521367200.0,9.0,ACTUAL
1521370800.0,10.0,ACTUAL
1521374400.0,9.0,ACTUAL
1521378000.0,9.0,ACTUAL
1521381600.0,9.0,ACTUAL
1521385200.0,8.0,ACTUAL
1521388800.0,9.3,ACTUAL
1521392400.0,9.3,ACTUAL
1521396000.0,8.3,ACTUAL
1521399600.0,8.3,ACTUAL
1521403200.0,7.3,ACTUAL
1521406800.0,6.3,ACTUAL
1521410400.0,5.3,ACTUAL
1521414000.0,4.1,ACTUAL
1521417600.0,3.3,ACTUAL
1521421200.0,3.3,ACTUAL
1521424800.0,3.3,ACTUAL
1521428400.0,2.7,ACTUAL
1521432000.0,2.7,ACTUAL
1521435600.0,2.9,ACTUAL
1521439200.0,3.1,ACTUAL
1521442800.0,2.1,ACTUAL
1521446400.0,2.1,ACTUAL
1521450000.0,2.1,ACTUAL
1521453600.0,3.3,ACTUAL
1521457200.0,4.5,ACTUAL
1521460800.0,5.5,ACTUAL
1521464400.0,6.5,ACTUAL
1521468000.0,6.3,ACTUAL
1521471600.0,6.3,ACTUAL
1521475200.0,6.7,ACTUAL
1521478800.0,6.5,ACTUAL
1521482400.0,5.7,ACTUAL
1521486000.0,5.1,ACTUAL
1521489600.0,4.3,ACTUAL
1521493200.0,4.3,ACTUAL
1521496800.0,4.3,ACTUAL
1521500400.0,3.9,ACTUAL
1521504000.0,4.3,ACTUAL
1521507600.0,4.3,ACTUAL
1521511200.0,4.3,ACTUAL
1521514800.0,3.7,ACTUAL
1521518400.0,3.9,ACTUAL
1521522000.0,4.3,ACTUAL
1521525600.0,4.3,ACTUAL
1521529200.0,4.0,ACTUAL
1521532800.0,4.0,ACTUAL
1521536400.0,5.0,ACTUAL
1521540000.0,6.0,ACTUAL
1521543600.0,7.0,ACTUAL
1521547200.0,8.0,ACTUAL
1521550800.0,8.0,ACTUAL
1521554400.0,8.0,ACTUAL
1521558000.0,8.0,ACTUAL
1521561600.0,8.7,ACTUAL
1521565200.0,7.7,ACTUAL
1521568800.0,7.5,ACTUAL
1521572400.0,6.7,ACTUAL
1521576000.0,5.5,ACTUAL
1521579600.0,4.5,ACTUAL
1521583200.0,3.7,ACTUAL
1521586800.0,3.7,ACTUAL
1521590400.0,3.7,ACTUAL
1521594000.0,3.7,ACTUAL
1521597600.0,3.7,ACTUAL
1521601200.0,3.7,ACTUAL
1521604800.0,3.7,ACTUAL
1521608400.0,3.7,ACTUAL
1521612000.0,3.7,ACTUAL
1521615600.0,5.0,ACTUAL
1521619200.0,6.0,ACTUAL
1521622800.0,6.0,ACTUAL
1521626400.0,7.0,ACTUAL
1521630000.0,8.0,ACTUAL
1521633600.0,9.0,ACTUAL
1521637200.0,9.0,ACTUAL
1521640800.0,9.0,ACTUAL
1521644400.0,9.0,ACTUAL
1521648000.0,10.1,ACTUAL
1521651600.0,8.7,ACTUAL
1521655200.0,7.5,ACTUAL
1521658800.0,7.1,ACTUAL
1521662400.0,5.7,ACTUAL
1521666000.0,5.1,ACTUAL
1521669600.0,4.1,ACTUAL
1521673200.0,3.3,ACTUAL
1521676800.0,2.7,ACTUAL
1521680400.0,1.9,ACTUAL
1521684000.0,1.7,ACTUAL
1521687600.0,0.9,ACTUAL
1521691200.0,0.8,ACTUAL
1521694800.0,0.7,ACTUAL
1521698400.0,0.7,ACTUAL
1521702000.0,3.0,ACTUAL
1521705600.0,4.0,ACTUAL
1521709200.0,5.0,ACTUAL
1521712800.0,6.0,ACTUAL
1521716400.0,7.0,ACTUAL
1521720000.0,9.0,ACTUAL
1521723600.0,9.0,ACTUAL
1521727200.0,10.0,ACTUAL
1521730800.0,10.0,ACTUAL
1521734400.0,10.5,ACTUAL
1521738000.0,9.3,ACTUAL
1521741600.0,7.3,ACTUAL
1521745200.0,7.3,ACTUAL
1521748800.0,5.7,ACTUAL
1521752400.0,4.7,ACTUAL
1521756000.0,4.1,ACTUAL
1521759600.0,3.7,ACTUAL
1521763200.0,3.5,ACTUAL
1521766800.0,2.9,ACTUAL
1521770400.0,2.7,ACTUAL
1521774000.0,2.7,ACTUAL
1521777600.0,2.7,ACTUAL
1521781200.0,2.5,ACTUAL
1521784800.0,2.7,ACTUAL
1521788400.0,4.7,ACTUAL
1521792000.0,5.0,ACTUAL
1521795600.0,7.0,ACTUAL
1521799200.0,8.0,ACTUAL
1521802800.0,9.0,ACTUAL
1521806400.0,10.0,ACTUAL
1521810000.0,10.3,ACTUAL
1521813600.0,10.7,ACTUAL
1521817200.0,11.0,ACTUAL
1521820800.0,10.3,ACTUAL
1521824400.0,10.3,ACTUAL
1521828000.0,9.3,ACTUAL
1521831600.0,7.7,ACTUAL
1521835200.0,7.7,ACTUAL
1521838800.0,6.3,ACTUAL
1521842400.0,6.3,ACTUAL
1521846000.0,6.3,ACTUAL
1521849600.0,5.3,ACTUAL
1521853200.0,4.3,ACTUAL
1521856800.0,2.7,ACTUAL
1521860400.0,2.3,ACTUAL
1521864000.0,2.3,ACTUAL
1521867600.0,2.3,ACTUAL
1521871200.0,1.3,ACTUAL
1521874800.0,6.0,ACTUAL
1521878400.0,8.0,ACTUAL
1521882000.0,8.0,ACTUAL
1521885600.0,10.0,ACTUAL
1521889200.0,10.0,ACTUAL
1521892800.0,11.0,ACTUAL
1521896400.0,12.0,ACTUAL
1521900000.0,12.0,ACTUAL
1521903600.0,11.0,ACTUAL
1521907200.0,12.3,ACTUAL
1521910800.0,10.7,ACTUAL
1521914400.0,9.5,ACTUAL
1521918000.0,8.7,ACTUAL
1521921600.0,7.3,ACTUAL
1521925200.0,6.3,ACTUAL
1521928800.0,5.9,ACTUAL
1521932400.0,5.3,ACTUAL
1521936000.0,6.3,ACTUAL
1522540800.0,9.1,ACTUAL
1522544400.0,9.1,ACTUAL
1522548000.0,8.7,ACTUAL
1522551600.0,8.7,ACTUAL
1522555200.0,7.9,ACTUAL
1522558800.0,7.7,ACTUAL
1522562400.0,7.5,ACTUAL
1522566000.0,8.0,ACTUAL
1522569600.0,11.0,ACTUAL
1522573200.0,13.0,ACTUAL
1522576800.0,14.0,ACTUAL
1522580400.0,15.0,ACTUAL
1522584000.0,16.0,ACTUAL
1522587600.0,17.0,ACTUAL
1522591200.0,18.0,ACTUAL
1522594800.0,17.3,ACTUAL
1522598400.0,17.3,ACTUAL
1522602000.0,16.7,ACTUAL
1522605600.0,15.3,ACTUAL
1522609200.0,13.7,ACTUAL
1522612800.0,11.7,ACTUAL
1522616400.0,10.7,ACTUAL
1522620000.0,9.7,ACTUAL
1522623600.0,9.3,ACTUAL
1522627200.0,8.7,ACTUAL
1522630800.0,8.5,ACTUAL
1522634400.0,7.7,ACTUAL
1522638000.0,7.3,ACTUAL
1522641600.0,7.3,ACTUAL
1522645200.0,5.3,ACTUAL
1522648800.0,5.3,ACTUAL
1522652400.0,10.3,ACTUAL
1522656000.0,12.3,ACTUAL
1522659600.0,13.3,ACTUAL
1522663200.0,14.3,ACTUAL
1522666800.0,15.3,ACTUAL
1522670400.0,16.1,ACTUAL
1522674000.0,17.1,ACTUAL
1522677600.0,17.3,ACTUAL
1522681200.0,16.3,ACTUAL
1522684800.0,15.3,ACTUAL
1522688400.0,14.3,ACTUAL
1522692000.0,13.3,ACTUAL
1522695600.0,11.3,ACTUAL
1522699200.0,11.3,ACTUAL
1522702800.0,11.1,ACTUAL
1522706400.0,11.1,ACTUAL
1522710000.0,10.3,ACTUAL
1522713600.0,10.3,ACTUAL
1522717200.0,10.3,ACTUAL
1522720800.0,9.3,ACTUAL
1522724400.0,8.3,ACTUAL
1522728000.0,8.3,ACTUAL
1522731600.0,9.3,ACTUAL
1522735200.0,9.7,ACTUAL
1522738800.0,11.0,ACTUAL
1522742400.0,12.0,ACTUAL
1522746000.0,14.0,ACTUAL
1522749600.0,14.0,ACTUAL
1522753200.0,15.0,ACTUAL
1522756800.0,15.0,ACTUAL
1522760400.0,15.0,ACTUAL
1522764000.0,15.0,ACTUAL
1522767600.0,14.8,ACTUAL
1522771200.0,14.1,ACTUAL
1522774800.0,13.9,ACTUAL
1522778400.0,13.3,ACTUAL
1522782000.0,11.3,ACTUAL
1522785600.0,10.9,ACTUAL
1522789200.0,10.3,ACTUAL
1522792800.0,10.3,ACTUAL
1522796400.0,10.3,ACTUAL
1522800000.0,10.3,ACTUAL
1522803600.0,10.3,ACTUAL
1522807200.0,9.3,ACTUAL
1522810800.0,8.3,ACTUAL
1522814400.0,8.9,ACTUAL
1522818000.0,8.9,ACTUAL
1522821600.0,10.0,ACTUAL
1522825200.0,10.0,ACTUAL
1522828800.0,11.0,ACTUAL
1522832400.0,12.0,ACTUAL
1522836000.0,12.0,ACTUAL
1522839600.0,12.3,ACTUAL
1522843200.0,12.7,ACTUAL
1522846800.0,12.8,ACTUAL
1522850400.0,13.0,ACTUAL
1522854000.0,12.9,ACTUAL
1522857600.0,12.9,ACTUAL
1522861200.0,12.7,ACTUAL
1522864800.0,12.3,ACTUAL
1522868400.0,11.9,ACTUAL
1522872000.0,11.3,ACTUAL
1522875600.0,10.5,ACTUAL
1522879200.0,10.5,ACTUAL
1522882800.0,10.3,ACTUAL
1522886400.0,10.3,ACTUAL
1522890000.0,10.3,ACTUAL
1522893600.0,10.3,ACTUAL
1522897200.0,9.3,ACTUAL
1522900800.0,9.3,ACTUAL
1522904400.0,9.3,ACTUAL
1522908000.0,11.0,ACTUAL
1522911600.0,11.0,ACTUAL
1522915200.0,12.0,ACTUAL
1522918800.0,13.0,ACTUAL
1522922400.0,14.0,ACTUAL
1522926000.0,16.0,ACTUAL
1522929600.0,17.0,ACTUAL
1522933200.0,17.0,ACTUAL
1522936800.0,17.0,ACTUAL
1522940400.0,16.7,ACTUAL
1522944000.0,15.7,ACTUAL
1522947600.0,15.3,ACTUAL
1522951200.0,14.3,ACTUAL
1522954800.0,13.9,ACTUAL
1522958400.0,12.1,ACTUAL
1522962000.0,11.9,ACTUAL
1522965600.0,12.3,ACTUAL
1522969200.0,11.7,ACTUAL
1522972800.0,10.7,ACTUAL
1522976400.0,9.9,ACTUAL
1522980000.0,10.1,ACTUAL
1522983600.0,8.9,ACTUAL
1522987200.0,8.9,ACTUAL
1522990800.0,8.9,ACTUAL
1522994400.0,8.9,ACTUAL
1522998000.0,11.0,ACTUAL
1523001600.0,13.0,ACTUAL
1523005200.0,14.0,ACTUAL
1523008800.0,17.0,ACTUAL
1523012400.0,18.0,ACTUAL
1523016000.0,19.0,ACTUAL
1523019600.0,19.0,ACTUAL
1523023200.0,19.0,ACTUAL
1523026800.0,17.7,ACTUAL
1523030400.0,17.5,ACTUAL
1523034000.0,17.7,ACTUAL
1523037600.0,14.9,ACTUAL
1523041200.0,12.7,ACTUAL
1523044800.0,12.3,ACTUAL
1523048400.0,11.7,ACTUAL
1523052000.0,11.5,ACTUAL
1523055600.0,11.3,ACTUAL
1523059200.0,9.3,ACTUAL
1523062800.0,7.7,ACTUAL
1523066400.0,7.7,ACTUAL
1523070000.0,7.7,ACTUAL
1523073600.0,7.7,ACTUAL
1523077200.0,8.5,ACTUAL
1523080800.0,11.0,ACTUAL
1523084400.0,12.0,ACTUAL
1523088000.0,14.0,ACTUAL
1523091600.0,16.0,ACTUAL
1523095200.0,17.0,ACTUAL
1523098800.0,17.0,ACTUAL
1523102400.0,18.0,ACTUAL
1523106000.0,19.0,ACTUAL
1523109600.0,18.0,ACTUAL
1523113200.0,18.3,ACTUAL
1523116800.0,18.3,ACTUAL
1523120400.0,16.3,ACTUAL
1523124000.0,13.7,ACTUAL
1523127600.0,13.1,ACTUAL
1523131200.0,9.1,ACTUAL
1523134800.0,9.9,ACTUAL
1523138400.0,8.3,ACTUAL
1523142000.0,7.3,ACTUAL
1523145600.0,8.1,ACTUAL
1523750400.0,12.1,ACTUAL
1523754000.0,11.7,ACTUAL
1523757600.0,11.7,ACTUAL
1523761200.0,12.1,ACTUAL
1523764800.0,11.9,ACTUAL
1523768400.0,13.5,ACTUAL
1523772000.0,14.0,ACTUAL
1523775600.0,15.0,ACTUAL
1523779200.0,18.0,ACTUAL
1523782800.0,20.0,ACTUAL
1523786400.0,21.0,ACTUAL
1523790000.0,21.0,ACTUAL
1523793600.0,22.0,ACTUAL
1523797200.0,22.0,ACTUAL
1523800800.0,21.0,ACTUAL
1523804400.0,20.5,ACTUAL
1523808000.0,20.3,ACTUAL
1523811600.0,20.3,ACTUAL
1523815200.0,19.1,ACTUAL
1523818800.0,17.3,ACTUAL
1523822400.0,16.3,ACTUAL
1523826000.0,15.3,ACTUAL
1523829600.0,14.3,ACTUAL
1523833200.0,14.3,ACTUAL
1523836800.0,14.3,ACTUAL
1523840400.0,14.3,ACTUAL
1523844000.0,13.3,ACTUAL
1523847600.0,13.3,ACTUAL
1523851200.0,14.3,ACTUAL
1523854800.0,14.1,ACTUAL
1523858400.0,14.3,ACTUAL
1523862000.0,17.5,ACTUAL
1523865600.0,19.5,ACTUAL
1523869200.0,21.3,ACTUAL
1523872800.0,22.8,ACTUAL
1523876400.0,22.9,ACTUAL
1523880000.0,23.1,ACTUAL
1523883600.0,24.3,ACTUAL
1523887200.0,23.1,ACTUAL
1523890800.0,23.1,ACTUAL
1523894400.0,21.5,ACTUAL
1523898000.0,18.3,ACTUAL
1523901600.0,16.5,ACTUAL
1523905200.0,16.3,ACTUAL
1523908800.0,16.3,ACTUAL
1523912400.0,15.0,ACTUAL
1523916000.0,15.1,ACTUAL
1523919600.0,15.1,ACTUAL
1523923200.0,15.1,ACTUAL
1523926800.0,15.3,ACTUAL
1523930400.0,15.3,ACTUAL
1523934000.0,15.3,ACTUAL
1523937600.0,15.3,ACTUAL
1523941200.0,13.3,ACTUAL
1523944800.0,15.0,ACTUAL
1523948400.0,18.0,ACTUAL
1523952000.0,20.0,ACTUAL
1523955600.0,21.0,ACTUAL
1523959200.0,21.5,ACTUAL
1523962800.0,22.0,ACTUAL
1523966400.0,22.0,ACTUAL
1523970000.0,22.5,ACTUAL
1523973600.0,23.0,ACTUAL
1523977200.0,22.3,ACTUAL
1523980800.0,21.9,ACTUAL
1523984400.0,21.3,ACTUAL
1523988000.0,20.9,ACTUAL
1523991600.0,18.9,ACTUAL
1523995200.0,16.9,ACTUAL
1523998800.0,15.9,ACTUAL
1524002400.0,15.1,ACTUAL
1524006000.0,14.9,ACTUAL
1524009600.0,13.9,ACTUAL
1524013200.0,13.7,ACTUAL
1524016800.0,12.5,ACTUAL
1524020400.0,11.5,ACTUAL
1524024000.0,11.3,ACTUAL
1524027600.0,10.9,ACTUAL
1524031200.0,14.0,ACTUAL
1524034800.0,16.3,ACTUAL
1524038400.0,18.7,ACTUAL
1524042000.0,21.0,ACTUAL
1524045600.0,22.0,ACTUAL
1524049200.0,22.5,ACTUAL
1524052800.0,23.0,ACTUAL
1524056400.0,23.0,ACTUAL
1524060000.0,24.0,ACTUAL
1524063600.0,24.9,ACTUAL
1524067200.0,23.9,ACTUAL
1524070800.0,22.9,ACTUAL
1524074400.0,21.9,ACTUAL
1524078000.0,18.3,ACTUAL
1524081600.0,16.3,ACTUAL
1524085200.0,15.7,ACTUAL
1524088800.0,15.3,ACTUAL
1524092400.0,14.5,ACTUAL
1524096000.0,15.3,ACTUAL
1524099600.0,16.3,ACTUAL
1524103200.0,13.3,ACTUAL
1524106800.0,12.3,ACTUAL
1524110400.0,12.3,ACTUAL
1524114000.0,12.7,ACTUAL
1524117600.0,15.0,ACTUAL
1524121200.0,17.0,ACTUAL
1524124800.0,20.0,ACTUAL
1524128400.0,22.0,ACTUAL
1524132000.0,23.0,ACTUAL
1524135600.0,23.5,ACTUAL
1524139200.0,24.0,ACTUAL
1524142800.0,24.5,ACTUAL
1524146400.0,25.0,ACTUAL
1524150000.0,24.9,ACTUAL
1524153600.0,24.9,ACTUAL
1524157200.0,25.1,ACTUAL
1524160800.0,23.1,ACTUAL
1524164400.0,19.9,ACTUAL
1524168000.0,19.9,ACTUAL
1524171600.0,19.1,ACTUAL
1524175200.0,18.1,ACTUAL
1524178800.0,16.1,ACTUAL
1524182400.0,14.9,ACTUAL
1524186000.0,14.3,ACTUAL
1524189600.0,14.1,ACTUAL
1524193200.0,13.5,ACTUAL
1524196800.0,13.3,ACTUAL
1524200400.0,13.3,ACTUAL
1524204000.0,16.0,ACTUAL
1524207600.0,19.0,ACTUAL
1524211200.0,21.0,ACTUAL
1524214800.0,24.0,ACTUAL
1524218400.0,25.0,ACTUAL
1524222000.0,25.5,ACTUAL
1524225600.0,26.0,ACTUAL
1524229200.0,26.5,ACTUAL
1524232800.0,27.0,ACTUAL
1524236400.0,26.7,ACTUAL
1524240000.0,26.7,ACTUAL
1524243600.0,26.7,ACTUAL
1524247200.0,25.3,ACTUAL
1524250800.0,22.3,ACTUAL
1524254400.0,19.3,ACTUAL
1524258000.0,17.7,ACTUAL
1524261600.0,17.5,ACTUAL
1524265200.0,15.9,ACTUAL
1524268800.0,15.1,ACTUAL
1524272400.0,14.7,ACTUAL
1524276000.0,15.3,ACTUAL
1524279600.0,15.7,ACTUAL
1524283200.0,16.1,ACTUAL
1524286800.0,16.1,ACTUAL
1524290400.0,17.0,ACTUAL
1524294000.0,19.0,ACTUAL
1524297600.0,23.1,ACTUAL
1524301200.0,24.0,ACTUAL
1524304800.0,25.0,ACTUAL
1524308400.0,26.0,ACTUAL
1524312000.0,25.0,ACTUAL
1524315600.0,26.0,ACTUAL
1524319200.0,26.0,ACTUAL
1524322800.0,25.7,ACTUAL
1524326400.0,24.7,ACTUAL
1524330000.0,23.5,ACTUAL
1524333600.0,22.3,ACTUAL
1524337200.0,18.3,ACTUAL
1524340800.0,16.7,ACTUAL
1524344400.0,15.7,ACTUAL
1524348000.0,15.3,ACTUAL
1524351600.0,15.3,ACTUAL
1524355200.0,15.3,ACTUAL
1524960000.0,15.3,ACTUAL
1524963600.0,14.3,ACTUAL
1524967200.0,14.3,ACTUAL
1524970800.0,14.3,ACTUAL
1524974400.0,14.3,ACTUAL
1524978000.0,14.1,ACTUAL
1524981600.0,17.0,ACTUAL
1524985200.0,19.0,ACTUAL
1524988800.0,20.0,ACTUAL
1524992400.0,22.0,ACTUAL
1524996000.0,23.0,ACTUAL
1524999600.0,24.0,ACTUAL
1525003200.0,25.0,ACTUAL
1525006800.0,26.0,ACTUAL
1525010400.0,26.0,ACTUAL
1525014000.0,27.1,ACTUAL
1525017600.0,25.7,ACTUAL
1525021200.0,22.9,ACTUAL
1525024800.0,21.5,ACTUAL
1525028400.0,20.7,ACTUAL
1525032000.0,20.3,ACTUAL
1525035600.0,19.7,ACTUAL
1525039200.0,18.7,ACTUAL
1525042800.0,18.3,ACTUAL
1525046400.0,18.3,ACTUAL
1525050000.0,18.3,ACTUAL
1525053600.0,17.1,ACTUAL
1525057200.0,17.3,ACTUAL
1525060800.0,17.7,ACTUAL
1525064400.0,16.9,ACTUAL
1525068000.0,16.7,ACTUAL
1525071600.0,19.3,ACTUAL
1525075200.0,19.7,ACTUAL
1525078800.0,21.3,ACTUAL
1525082400.0,21.9,ACTUAL
1525086000.0,22.7,ACTUAL
1525089600.0,23.1,ACTUAL
1525093200.0,23.3,ACTUAL
1525096800.0,23.5,ACTUAL
1525100400.0,22.7,ACTUAL
1525104000.0,22.3,ACTUAL
1525107600.0,22.3,ACTUAL
1525111200.0,21.3,ACTUAL
1525114800.0,19.9,ACTUAL
1525118400.0,17.4,ACTUAL
1525122000.0,17.1,ACTUAL
1525125600.0,15.9,ACTUAL
1525129200.0,14.7,ACTUAL
1525132800.0,14.5,ACTUAL
1525136400.0,12.5,ACTUAL
1525140000.0,11.5,ACTUAL
1525143600.0,11.3,ACTUAL
1525147200.0,10.1,ACTUAL
1525150800.0,9.5,ACTUAL
1525154400.0,12.0,ACTUAL
1525158000.0,14.0,ACTUAL
1525161600.0,16.0,ACTUAL
1525165200.0,17.0,ACTUAL
1525168800.0,20.0,ACTUAL
1525172400.0,21.0,ACTUAL
1525176000.0,20.0,ACTUAL
1525179600.0,20.0,ACTUAL
1525183200.0,20.0,ACTUAL
1525186800.0,20.7,ACTUAL
1525190400.0,20.5,ACTUAL
1525194000.0,19.5,ACTUAL
1525197600.0,18.5,ACTUAL
1525201200.0,17.7,ACTUAL
1525204800.0,16.7,ACTUAL
1525208400.0,16.7,ACTUAL
1525212000.0,16.7,ACTUAL
1525215600.0,15.7,ACTUAL
1525219200.0,15.7,ACTUAL
1525222800.0,14.7,ACTUAL
1525226400.0,15.1,ACTUAL
1525230000.0,15.0,ACTUAL
1525233600.0,15.1,ACTUAL
1525237200.0,15.1,ACTUAL
1525240800.0,12.0,ACTUAL
1525244400.0,13.0,ACTUAL
1525248000.0,14.0,ACTUAL
1525251600.0,16.0,ACTUAL
1525255200.0,19.0,ACTUAL
1525258800.0,20.0,ACTUAL
1525262400.0,22.0,ACTUAL
1525266000.0,23.0,ACTUAL
1525269600.0,24.0,ACTUAL
1525273200.0,24.3,ACTUAL
1525276800.0,24.3,ACTUAL
1525280400.0,24.3,ACTUAL
1525284000.0,23.7,ACTUAL
1525287600.0,22.3,ACTUAL
1525291200.0,20.7,ACTUAL
1525294800.0,20.1,ACTUAL
1525298400.0,18.9,ACTUAL
1525302000.0,18.9,ACTUAL
1525305600.0,18.7,ACTUAL
1525309200.0,19.5,ACTUAL
1525312800.0,19.3,ACTUAL
1525316400.0,19.7,ACTUAL
1525320000.0,19.3,ACTUAL
1525323600.0,18.9,ACTUAL
1525327200.0,19.0,ACTUAL
1525330800.0,21.0,ACTUAL
1525334400.0,21.0,ACTUAL
1525338000.0,22.0,ACTUAL
